feature,importance
answer__q_3a9c14555242_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more_Sexual_situations_involv_2,0.0
answer__q_3a9c14555242_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more_Suggestive_references_an,0.0
answer__q_3a9c14555242_References_to_sexual_activity_with_descriptive_detail_Learn_more_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more,0.0
answer__q_3a9c14555242_References_to_sexual_activity_with_descriptive_detail_Learn_more_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more_Suggestive_references,0.0
answer__q_3a9c14555242_References_to_sexual_activity_with_descriptive_detail_Learn_more_Suggestive_references_and_innuendo_in_text_dialogue_or_heard_Learn_more,0.0
answer__q_3a9c14555242_References_to_sexual_activity_without_descriptive_detail_Learn_more,0.0
answer__q_3a9c14555242_References_to_sexual_activity_without_descriptive_detail_Learn_more_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more,0.0
answer__q_3a9c14555242_References_to_sexual_activity_without_descriptive_detail_Learn_more_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more_Suggestive_referen,0.0
answer__q_3a9c14555242_References_to_sexual_activity_without_descriptive_detail_Learn_more_Suggestive_references_and_innuendo_in_text_dialogue_or_heard_Learn_more,0.0
answer__q_3a9c14555242_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more,0.0
answer__q_3a9c14555242_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more_Suggestive_references_and_innuendo_in_text_dialogue_or_heard_Learn_more,0.0
answer__q_3a9c14555242_Suggestive_references_and_innuendo_in_text_dialogue_or_heard_Learn_more,0.0
answer__q_3d555173e6d5_Often,0.0
answer__q_7dbd7f3e394c_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_44666a01c9f5_High,0.0
answer__q_44666a01c9f5_Mild_Limited,0.0
answer__q_44666a01c9f5_Moderate,0.0
answer__q_44666a01c9f5_None,0.0
answer__q_47263db9beef_Encourages_Glamorizes,0.0
answer__q_47263db9beef_Encourages_Glamorizes_Reference,0.0
answer__q_47263db9beef_Encourages_Glamorizes_Reference_Use,0.0
answer__q_47263db9beef_Encourages_Glamorizes_Use,0.0
answer__q_47263db9beef_Reference,0.0
answer__q_47263db9beef_Reference_Use,0.0
answer__q_47263db9beef_Use,0.0
answer__q_47cfbfaa2128_Often,0.0
answer__q_7dbd7f3e394c_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_4bf3e917545e_No,0.0
answer__q_4bf3e917545e_Yes,0.0
answer__q_4ee5d1a1aaf6_No,0.0
answer__q_4ee5d1a1aaf6_Yes,0.0
answer__q_563320a2a045_No,0.0
answer__q_563320a2a045_Yes,0.0
answer__q_56658aa840a5_Depictions_of_or_References_to_Sexual_Violence,0.0
answer__q_56658aa840a5_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Revealing_Outfits,0.0
answer__q_56658aa840a5_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity,0.0
answer__q_56658aa840a5_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity_Suggestiv,0.0
answer__q_56658aa840a5_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Revealing_Outfits_Suggestive_Sexual_Themes_or_References,0.0
answer__q_56658aa840a5_Depictions_of_or_References_to_Sexual_Violence_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity,0.0
answer__q_56658aa840a5_Depictions_of_or_References_to_Sexual_Violence_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity_Suggestive_Sexual_Themes_or_Reference,0.0
answer__q_56658aa840a5_Depictions_of_or_References_to_Sexual_Violence_Suggestive_Sexual_Themes_or_References,0.0
answer__q_56658aa840a5_Nudity_or_Revealing_Outfits,0.0
answer__q_56658aa840a5_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity,0.0
answer__q_56658aa840a5_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity_Suggestive_Sexual_Themes_or_References,0.0
answer__q_56658aa840a5_Nudity_or_Revealing_Outfits_Suggestive_Sexual_Themes_or_References,0.0
answer__q_56658aa840a5_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity,0.0
answer__q_56658aa840a5_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity_Suggestive_Sexual_Themes_or_References,0.0
answer__q_56658aa840a5_Suggestive_Sexual_Themes_or_References,0.0
answer__q_7dbd7f3e394c_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_588070d49e7f_Limited_Detail,0.0
answer__q_588070d49e7f_Moderate_Detail,0.0
answer__q_5fa8a4813a6d_No,0.0
answer__q_5fa8a4813a6d_Yes,0.0
answer__q_6c0ba9cd3485_No,0.0
answer__q_6c0ba9cd3485_Yes,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Often_depicted_from_a_close_up_perspective,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Often_depicted_from_a_distant_perspective,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_8a347e7fc54c_Implied_but_not_seen_Referred_to,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_close_up_perspective,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_distant_perspective,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_8a347e7fc54c_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_8a347e7fc54c_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_8a347e7fc54c_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_8a347e7fc54c_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_8a347e7fc54c_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_98ef583f40fa_High,0.0
answer__q_98ef583f40fa_Mild_Limited,0.0
answer__q_7dbd7f3e394c_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_98ef583f40fa_None,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_dista,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_dista_2,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_distant_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_9c25a1c38e03_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_9c25a1c38e03_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_9c25a1c38e03_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_9c25a1c38e03_Referred_to,0.0
answer__q_7dbd7f3e394c_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_cc099119b05b_Unrealistic,0.0
answer__q_7dbd7f3e394c_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d1e129084632_Yes,0.0
answer__q_d1e3d66e3548_No,0.0
answer__q_d1e3d66e3548_Yes,0.0
answer__q_d476849a2a36_No,0.0
answer__q_d476849a2a36_Yes_it_has_a_childlike_style_e_g_likely_to_appeal_to_younger_children,0.0
answer__q_d476849a2a36_Yes_it_has_a_pixelated_style,0.0
answer__q_d5ff540a9999_Alcohol,0.0
answer__q_d5ff540a9999_Alcohol_Fantasy_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Alcohol_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Alcohol_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Alcohol_Fantasy_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Alcohol_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Alcohol_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Alcohol_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Alcohol_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Alcohol_Medical_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Alcohol_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Alcohol_Tobacco,0.0
answer__q_d5ff540a9999_Fantasy_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Fantasy_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Medical_Drugs_Learn_more,0.0
answer__q_d5ff540a9999_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_d5ff540a9999_Tobacco,0.0
answer__q_da8b2508f70d_Encourages_Glamorizes,0.0
answer__q_da8b2508f70d_Encourages_Glamorizes_Reference,0.0
answer__q_da8b2508f70d_Encourages_Glamorizes_Reference_Use,0.0
answer__q_da8b2508f70d_Encourages_Glamorizes_Use,0.0
answer__q_da8b2508f70d_Reference,0.0
answer__q_da8b2508f70d_Reference_Use,0.0
answer__q_da8b2508f70d_Use,0.0
answer__q_e0669851c326_Referred_to_only,0.0
answer__q_7dbd7f3e394c_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_e5948a02abe2_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery,0.0
answer__q_e5948a02abe2_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Disturbing_or_gory_i,0.0
answer__q_e5948a02abe2_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Disturbing_or_gory_i_2,0.0
answer__q_e5948a02abe2_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Disturbing_or_gory_i_3,0.0
answer__q_e5948a02abe2_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Disturbing_or_gory_i_4,0.0
answer__q_e5948a02abe2_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Violence_against_any,0.0
answer__q_e5948a02abe2_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Violence_against_any_2,0.0
answer__q_e5948a02abe2_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Violence_or_implied,0.0
answer__q_e5948a02abe2_Disturbing_or_gory_images_without_a_violent_act_shown,0.0
answer__q_e5948a02abe2_Disturbing_or_gory_images_without_a_violent_act_shown_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more,0.0
answer__q_e5948a02abe2_Disturbing_or_gory_images_without_a_violent_act_shown_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more_Vi,0.0
answer__q_e5948a02abe2_Disturbing_or_gory_images_without_a_violent_act_shown_Violence_or_implied_violence_against_humans_Learn_more,0.0
answer__q_e5948a02abe2_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more,0.0
answer__q_e5948a02abe2_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more_Violence_or_implied_violence_against_humans_Learn_more,0.0
answer__q_e5948a02abe2_Violence_or_implied_violence_against_humans_Learn_more,0.0
answer__q_ef7e523ad5c3_No,0.0
answer__q_ef7e523ad5c3_Yes,0.0
answer__q_7dbd7f3e394c_Referred_to,0.0
answer__q_f773d3f19b25_Yes,0.0
answer__q_ffd81a32312e_Fantastical,0.0
answer__q_86690295e0c8_Encourages_Glamorizes,0.0
answer__q_86690295e0c8_Encourages_Glamorizes_Reference,0.0
answer__q_86690295e0c8_Encourages_Glamorizes_Use,0.0
answer__q_86690295e0c8_Use,0.0
answer__q_8c3a01a0db0a_Mild_Limited,0.0
answer__q_8df7505e13e7_Unrealistic,0.0
answer__q_e1a4860ee224_Rarely,0.0
answer__q_9146217d2e6e_Act_of_human_defecation_visually_depicted_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Urination_urine_real,0.0
answer__q_0ce68b31ce40_Yes,0.0
answer__q_4f004817384e_No,0.0
answer__q_4f004817384e_Yes,0.0
answer__q_cf2004280481_No,0.0
answer__q_cf2004280481_Yes,0.0
answer__q_e3591aef7dfb_No,0.0
answer__q_9146217d2e6e_Act_of_human_defecation_visually_depicted_Mucus_belching_flatulence_sounds,0.0
answer__q_4f082bfa2fb0_No,0.0
answer__q_4f082bfa2fb0_Yes,0.0
answer__q_6d8c1eced276_Encourages_Glamorizes,0.0
answer__q_6d8c1eced276_Encourages_Glamorizes_Reference,0.0
answer__q_6d8c1eced276_Encourages_Glamorizes_Reference_Use,0.0
answer__q_6d8c1eced276_Encourages_Glamorizes_Use,0.0
answer__q_6d8c1eced276_Reference,0.0
answer__q_9146217d2e6e_Act_of_human_defecation_visually_depicted_Mucus_belching_flatulence_sounds_Urination_urine_realistically_depicted_feces,0.0
answer__q_6d8c1eced276_Use,0.0
answer__q_edc9f25eba08_No,0.0
answer__q_edc9f25eba08_Yes,0.0
answer__q_f1b39181e7b2_Detailed_Instruction_for_Use,0.0
answer__q_f1b39181e7b2_Detailed_Instruction_for_Use_Encourages_Glamorizes,0.0
answer__q_f1b39181e7b2_Detailed_Instruction_for_Use_Encourages_Glamorizes_Reference,0.0
answer__q_f1b39181e7b2_Detailed_Instruction_for_Use_Encourages_Glamorizes_Reference_Use,0.0
answer__q_f1b39181e7b2_Detailed_Instruction_for_Use_Encourages_Glamorizes_Use,0.0
answer__q_f1b39181e7b2_Detailed_Instruction_for_Use_Reference,0.0
answer__q_f1b39181e7b2_Detailed_Instruction_for_Use_Reference_Use,0.0
answer__q_9146217d2e6e_Act_of_human_defecation_visually_depicted_Urination_urine_realistically_depicted_feces,0.0
answer__q_f1b39181e7b2_Encourages_Glamorizes,0.0
answer__q_f1b39181e7b2_Encourages_Glamorizes_Reference,0.0
answer__q_f1b39181e7b2_Encourages_Glamorizes_Reference_Use,0.0
answer__q_f1b39181e7b2_Encourages_Glamorizes_Use,0.0
answer__q_f1b39181e7b2_Reference,0.0
answer__q_f1b39181e7b2_Reference_Use,0.0
answer__q_f1b39181e7b2_Use,0.0
answer__q_9146217d2e6e_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting,0.0
answer__q_9146217d2e6e_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Mucus_belching_flatulence_sounds,0.0
answer__q_9146217d2e6e_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Mucus_belching_flatulence_sounds_Urination_urine_realistically,0.0
answer__q_9146217d2e6e_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Urination_urine_realistically_depicted_feces,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Genitalia,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Genitalia_Human_Buttocks,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Genitalia_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_lon,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Human_Buttocks,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pastie,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Genitalia,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Genitalia_Human_Buttocks,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Genitalia_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Genitalia_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Human_Buttocks,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Female_Human_Breasts_with_Nipples,0.0
answer__q_3379a9b4dd9a_Female_Human_Breasts_with_Nipples_Genitalia,0.0
answer__q_3379a9b4dd9a_Female_Human_Breasts_with_Nipples_Genitalia_Human_Buttocks,0.0
answer__q_3379a9b4dd9a_Female_Human_Breasts_with_Nipples_Genitalia_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Female_Human_Breasts_with_Nipples_Genitalia_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Female_Human_Breasts_with_Nipples_Human_Buttocks,0.0
answer__q_3379a9b4dd9a_Female_Human_Breasts_with_Nipples_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Female_Human_Breasts_with_Nipples_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Genitalia,0.0
answer__q_3379a9b4dd9a_Genitalia_Human_Buttocks,0.0
answer__q_3379a9b4dd9a_Genitalia_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Genitalia_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_3379a9b4dd9a_Human_Buttocks,0.0
answer__q_3379a9b4dd9a_Human_Buttocks_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.0
answer__q_50096b4eb0f4_Often,0.0
answer__q_9146217d2e6e_Mucus_belching_flatulence_sounds,0.0
answer__q_9146217d2e6e_Mucus_belching_flatulence_sounds_Urination_urine_realistically_depicted_feces,0.0
answer__q_6d716b4485ae_Rarely,0.0
answer__q_7e080cc1316c_Often,0.0
answer__q_9146217d2e6e_Urination_urine_realistically_depicted_feces,0.0
answer__q_b5bf5786fea1_Often,0.0
answer__q_b5bf5786fea1_Rarely,0.0
answer__q_946159baef71_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell_Moderate_swearing_or_other_language_or_gestures_that_could_be_consider,0.0
answer__q_946159baef71_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell_Moderate_swearing_or_other_language_or_gestures_that_could_be_consider_2,0.0
answer__q_0fce90ec5ed0_No,0.0
answer__q_0fce90ec5ed0_Yes,0.0
answer__q_946159baef71_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell_Sexual_expletives_Learn_more,0.0
answer__q_186ccba62849_Yes,0.0
answer__q_1b980eeb69d9_No,0.0
