sample_id,strategy,result_age_rating,status,answer__q_1189ea881316,answer__q_1b293e4babdc,answer__q_24f3b3344402,answer__q_46e0aaa8e62a,answer__q_5cc1024ee5fb,answer__q_aa6a8b99b99a,answer__q_d6986c0f5284,answer__q_f56acd04bdd6,visible_question_count,skipped_question_count,content_descriptor_count,interactive_element_count,answer__q_0cbfa914eb04,answer__q_1648e15447c2,answer__q_19bccb6df9df,answer__q_311fb1823e38,answer__q_3441afd60687,answer__q_3f4040ef5ac3,answer__q_4298248e0d7e,answer__q_48e460900d50,answer__q_4ae86f2db81e,answer__q_4f55609f06a2,answer__q_4f8b66a453da,answer__q_5427a95baf9a,answer__q_571d6ca06be6,answer__q_5878d1fe838a,answer__q_5bf1e7de7f5a,answer__q_5d84cbf44792,answer__q_5ebbe602e5b2,answer__q_606e325700bf,answer__q_60c024179acd,answer__q_60e2a7e48c08,answer__q_6bdc905e3f72,answer__q_70a34d241d26,answer__q_7711385eb421,answer__q_7dbd7f3e394c,answer__q_7e327631a16c,answer__q_86690295e0c8,answer__q_8c3a01a0db0a,answer__q_8df7505e13e7,answer__q_9146217d2e6e,answer__q_946159baef71,answer__q_99cec7a673ee,answer__q_9f0067fa0227,answer__q_b2b2aeef52b9,answer__q_b5a29f481971,answer__q_b9b891f452f8,answer__q_bae124b0ebd8,answer__q_bca3ec5dda43,answer__q_bd07da3d536f,answer__q_bd5378991a14,answer__q_c3e4fa94aaf4,answer__q_cc70c8c906bc,answer__q_cdc64b3b4d46,answer__q_d2efcdb297ec,answer__q_d46377cd7525,answer__q_d6a91ad297c0,answer__q_d7e62c042b49,answer__q_e48c566abebb,answer__q_e8892e310c69,answer__q_eda59c8a1481,answer__q_f48caccfa701,answer__q_fdb2f701d9d4,answer__q_ff72a434448c,answer__q_077c2b7ce4bb,answer__q_0d48c815fd70,answer__q_0fdfd05fcf6c,answer__q_156f495d441a,answer__q_1f7530ab41d5,answer__q_2a32e81256f9,answer__q_2ef22d101f0f,answer__q_375f4ae8bd42,answer__q_3e81d7ae3d48,answer__q_47e01086a856,answer__q_498cc903ba4e,answer__q_4bacc7e2ec48,answer__q_4e285fcb8276,answer__q_507a4755324a,answer__q_5af3b0b0f6a2,answer__q_5b8de61634dc,answer__q_5bb78bce43a4,answer__q_5eeb91f6cf06,answer__q_5f81c1b2ff38,answer__q_642810d6452b,answer__q_7e3c719bbc27,answer__q_81f68ae1d6ed,answer__q_8259a2e8d3cc,answer__q_871b0cf50d10,answer__q_89d9afb2922c,answer__q_8d336dde8f27,answer__q_8f58d3d79839,answer__q_94281255eeea,answer__q_a015a42d9d10,answer__q_a1d50685cfd6,answer__q_a56e8406d75c,answer__q_ade703578a13,answer__q_b7e65fe49e89,answer__q_cadf78f7f22c,answer__q_d1e73f127dff,answer__q_d3bf243f60df,answer__q_d560309b2cbc,answer__q_e3fc3acc2c69,answer__q_e46f7dbcf100,answer__q_eb8144f44fff,answer__q_edeb592e74ee,answer__q_f5cfa9d035e8,answer__q_f5e28775c7d4,answer__q_fba7766efb10,answer__q_fc2c78fd7069,answer__q_0efb748cf130,answer__q_11782ad02d56,answer__q_25f720b8fa1b,answer__q_297e91b3d442,answer__q_2bbfd1bf47f4,answer__q_3d60db1bc20c,answer__q_506c9723d214,answer__q_5490bceea51a,answer__q_a25499512447,answer__q_a6253f0e3e6b,answer__q_ba1ff35ebd9a,answer__q_c1f9ab14fc34,answer__q_c9a6ea9fad32,answer__q_d03579032af9,answer__q_d6dca7ba9e52,answer__q_6c31394cbc39,answer__q_93e10cb84a82,answer__q_a4d0a299c5a1,answer__q_fa879063695d,answer__q_fc1f50d87bd0,answer__q_12d7b1d2969c,answer__q_1790c1a1258b,answer__q_2a611dd5cdf3,answer__q_3116aa449503,answer__q_37593604faab,answer__q_4b87e38cf355,answer__q_55327882e80f,answer__q_74094f46a402,answer__q_7727cbeee44b,answer__q_a8715c5ee8bf,answer__q_a99b97727a68,answer__q_b23d1d969526,answer__q_db0108c0bc2e,answer__q_262cab9814d0,answer__q_587428cb4ee9,answer__q_6c9ee501b527,answer__q_9e7cbd57e183,answer__q_cd2a6148faca,answer__q_d220e4d74328,answer__q_de1a1aa77b7a,answer__q_01077a096e99,answer__q_07cc5d8fc5f2,answer__q_0cf988b907b0,answer__q_0dfafc700c5b,answer__q_0ef5681156d9,answer__q_1082af7ebf44,answer__q_1d7e06ec70fe,answer__q_21182b6c775e,answer__q_297605efc821,answer__q_3a9c14555242,answer__q_3d555173e6d5,answer__q_44666a01c9f5,answer__q_47263db9beef,answer__q_47cfbfaa2128,answer__q_4bf3e917545e,answer__q_4ee5d1a1aaf6,answer__q_563320a2a045,answer__q_56658aa840a5,answer__q_588070d49e7f,answer__q_5fa8a4813a6d,answer__q_6c0ba9cd3485,answer__q_8a347e7fc54c,answer__q_98ef583f40fa,answer__q_9c25a1c38e03,answer__q_cc099119b05b,answer__q_d1e129084632,answer__q_d1e3d66e3548,answer__q_d476849a2a36,answer__q_d5ff540a9999,answer__q_da8b2508f70d,answer__q_e0669851c326,answer__q_e5948a02abe2,answer__q_ef7e523ad5c3,answer__q_f773d3f19b25,answer__q_ffd81a32312e,answer__q_09670428687d,answer__q_4bc85050df07,answer__q_e1a4860ee224,answer__q_0ce68b31ce40,answer__q_4f004817384e,answer__q_cf2004280481,answer__q_e3591aef7dfb,answer__q_4f082bfa2fb0,answer__q_6d8c1eced276,answer__q_edc9f25eba08,answer__q_f1b39181e7b2,answer__q_fc3b6001bc0f,answer__q_323a8eac0485,answer__q_3379a9b4dd9a,answer__q_50096b4eb0f4,answer__q_6d716b4485ae,answer__q_7e080cc1316c,answer__q_b5bf5786fea1,answer__q_c177a0bc080e,answer__q_0fce90ec5ed0,answer__q_186ccba62849,answer__q_1b980eeb69d9,answer__q_c00eeeb994c1,answer__q_91b1d54ca250,answer__q_0beb279c6f25,answer__q_b1e887fd0d21,answer__q_266dcf1bec56,answer__q_2a4c4852adcf,answer__q_2a9b393c19d0,answer__q_3cb59da3a559,answer__q_505983803242,answer__q_5cbb769d1fc8,answer__q_81c83bee2a9d,answer__q_869c55bff5bc,answer__q_8c9d548dd82c,answer__q_9080d63c86cf,answer__q_9929df26eb60,answer__q_d70c5ffff476,answer__q_f178f51194bf,answer__q_f74a19ddc14e,answer__q_fa001198f6cc,answer__q_088ceefc9972,answer__q_21604d895455,answer__q_2499ac316d93,answer__q_69b2c415552c,answer__q_c65d3403d8b8,answer__q_fb45c3c7aa4e,answer__q_27b9b3f80a76,answer__q_762bb8baf2d4
sample_0864,cdp_random_path,18+,success,,Game,,,,,,,62,0,3,1,Yes,Small and infrequent,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Reference|Use,No,Yes,Yes,Yes,No,No,Rarely,No,,No,No,,Yes,Fantastical,Yes,High,,Realistic,Yes,Often depicted from a close-up perspective|Often depicted from a distant perspective|Rarely depicted from a close-up perspective|Rarely depicted from a distant perspective|Referred to,Yes,Encourages/Glamorizes|Use,None,Unrealistic,"Urination, urine, realistically depicted feces",,,Yes,"Blood that isn't directly related to a violent act (e.g., blood on clothing, blood in the background, blood resulting from performing surgery)|Disturbing or gory images without a violent act shown.|Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles) Learn more|Violence or implied violence against humans Learn more",Alcohol|Fantasy Drugs Learn more|Medical Drugs Learn more,,,No,,No,Fantastical,,Yes,Yes,Rarely depicted from a close-up perspective,,Rarely,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Shown with Full Frontal Nudity|Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown|Shown with Partial Nudity - Breasts, Buttocks",No,Nudity or Revealing Outfits|Sexual Activity - Includes both moving and still images of sexual activity|Suggestive/Sexual Themes or References,Brief,"Overtly sexual situations or visually depicted innuendo Learn more|References to sexual activity with descriptive detail Learn more|Suggestive references and innuendo in text, dialogue, or heard Learn more",,Yes,,,Graphic Detail,Often,,No,No,,,,,,,,,,,,,,,,,,,,,,,Nudity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Use,,,Often,,"Female Human Breasts with Nipples|Genitalia|Human Buttocks|Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair",,Rarely,Rarely,Rarely,No,,,,Rarely,No,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0865,cdp_random_path,18+,success,,All Other App Types,,,,,,,37,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,,Yes,,"Issuance (e.g., minting) of transferable digital assets (e.g., NFTs)",,,Yes,Yes,No,No,,,Yes,,,,,Yes,,No,Yes,Yes,Yes,No,No,Yes,No,No,No,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,,Yes,,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
sample_0866,cdp_random_path,18+,success,,Game,,,,,,,48,0,4,1,Yes,,"Yes, it has a pixelated style",,No,Yes,No,No,No,No,,Yes,,"Yes, with penalties",Yes,,Yes,Fantastical,No,None,Horrifying elements Learn more,Unrealistic,No,Often depicted from a distant perspective|Rarely depicted from a close-up perspective|Rarely depicted from a distant perspective|Referred to,Yes,,Moderate,Realistic,"Act of human defecation visually depicted|Urination, urine, realistically depicted feces",,Encourages/Glamorizes|Reference|Use,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles) Learn more|Violence or implied violence against humans Learn more",Illegal or Recreational Drugs Learn more|Tobacco,Yes,,Yes,Often,No,Fantastical,Yes,No,Yes,Implied but not seen|Often depicted from a close-up perspective,Often,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Any other games that use in-game currency/tokens to play and can reward the same currency through gameplay.|Playable bingo games|Playable casino games, lotteries, or racetrack betting Learn more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Yes,,No,Encourages/Glamorizes|Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0867,cdp_random_path,12+,success,Yes,Social or Communication,No,Yes,Yes,Yes,"Communication - used to communicate with people already known to the user in one-on-one or small group conversations. Skype, SMS, and Gmail are examples of these types of products.",Yes,9,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0868,cdp_random_path,18+,success,,All Other App Types,,,,,,,25,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,,,,,No,,Yes,No,,,,,,Yes,,,No,,No,Yes,No,No,Yes,Yes,No,,,,Yes,No,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0869,cdp_random_path,16+,success,,Game,,,,,,,40,0,1,3,No,,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",,No,No,Yes,No,Yes,Yes,,No,,No,Yes,,No,Realistic,No,High,,Realistic,No,Often depicted from a close-up perspective|Rarely depicted from a close-up perspective|Rarely depicted from a distant perspective|Referred to,Yes,,None,Realistic,,,,No,"Disturbing or gory images without a violent act shown.|Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles) Learn more|Violence or implied violence against humans Learn more",,,,No,,No,Fantastical,,Yes,No,Implied but not seen|Often depicted from a distant perspective,,,,Purchases of digital goods Learn more,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,No,,,Limited Detail,,,,No,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0870,cdp_random_path,18+,success,,All Other App Types,,,,,,,24,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,,No,,"Issuance (e.g., minting) of transferable digital assets (e.g., NFTs)",,,Yes,Yes,No,No,,,No,,,,,,,Yes,No,Yes,Yes,Yes,,,Yes,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0871,cdp_random_path,18+,success,,Game,,,,,,,37,0,3,2,Yes,,,Encourages/Glamorizes,,No,Yes,,Yes,,,,,,No,,No,,Yes,,,,No,,No,,,,,Sexual expletives Learn more,,Yes,,Fantasy Drugs Learn more|Illegal or Recreational Drugs Learn more|Medical Drugs Learn more,,,No,,Yes,,,,,,,Rarely,,"Cash Convertible Rewards - Cash rewards, real-world items of significant monetary value, convertible cryptocurrency rewards or other play-to-earn mechanics|Purchases of digital goods Learn more",,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,No,No,"Gambling themes Learn more|Playable bingo games|Playable casino games, lotteries, or racetrack betting Learn more",,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,No,,,No,No,Reference|Use,No,Use,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0872,cdp_random_path,18+,success,,All Other App Types,,,,,,,47,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,No,,,Yes,Yes,,Horrifying elements Learn more|Scary elements Learn more,,No,No,No,Yes,,Rare,Yes,Yes,,Rare,No,,Yes,,No,No,Yes,No,,,Yes,Yes,Yes,,,,Often,Yes,,Yes,"Discriminatory language (against race, religion, sex, etc...)|Minor profanities (e.g., ""go to hell"")|Sexual expletives Learn more",,"Act of human defecation visually depicted|Mucus, belching, flatulence sounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rarely,,,,,,,,,Reference|Use,Playable bingo games,Large or frequent,,,,,,,,,Encourages/Glamorizes,Rarely,,,,,Moderate Detail,,,,,,,,,,Alcohol|Fantasy Drugs Learn more|Illegal or Recreational Drugs Learn more,,,"Blood that isn't directly related to a violent act (e.g., blood on clothing, blood in the background, blood resulting from performing surgery)|Disturbing or gory images without a violent act shown.",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Rarely,,,Rarely,,,Encourages/Glamorizes|Reference|Use,,,,,,,,,,,,,,,No,No,,
sample_0873,cdp_random_path,18+,success,No,Social or Communication,Yes,Yes,No,Yes,"Social - used to communicate, post, and share content with large groups of people or for meeting new people. Facebook, Twitter, Instagram, Tinder are examples of these types of products.",Yes,12,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0874,cdp_random_path,18+,success,,Game,,,,,,,29,0,2,0,No,,,,,No,No,,No,,,,,,No,Often,Yes,,No,,Scary elements Learn more,,No,,No,,,,"Flatulence (with depiction of ""flatulence cloud""), whimsical depictions of feces (""poo coils""), vomiting|Mucus, belching, flatulence sounds","Discriminatory language (against race, religion, sex, etc...)|Minor profanities (e.g., ""go to hell"")",Reference,Yes,,Illegal or Recreational Drugs Learn more|Medical Drugs Learn more|Tobacco,,,Yes,Often,Yes,,,,,,,,,,Often,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Reference|Use,Yes,Detailed Instruction for Use|Encourages/Glamorizes|Use,Rarely,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0875,cdp_random_path,18+,success,,Game,,,,,,,47,0,6,1,Yes,,,Encourages/Glamorizes|Reference,Yes,Yes,No,Yes,No,,,Yes,,,Yes,,Yes,,No,,,,No,Often depicted from a distant perspective|Rarely depicted from a close-up perspective|Rarely depicted from a distant perspective,Yes,,Moderate,Realistic,"Act of human defecation visually depicted|Flatulence (with depiction of ""flatulence cloud""), whimsical depictions of feces (""poo coils""), vomiting|Urination, urine, realistically depicted feces","Discriminatory language (against race, religion, sex, etc...)|Minor profanities (e.g., ""go to hell"")",,Yes,"Disturbing or gory images without a violent act shown.|Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles) Learn more",Fantasy Drugs Learn more|Medical Drugs Learn more,,,No,,Yes,Fantastical,,No,,,,Rarely,,,Rarely,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shown with Full Frontal Nudity|Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown,,"Dating Games - Interactive dating, marriage, or other romantic relationships between game characters|Depictions of or References to Sexual Violence|Sexual Activity - Includes both moving and still images of sexual activity",Brief,,Visually depicted,,No,"Any other games that use in-game currency/tokens to play and can reward the same currency through gameplay.|Playable bingo games|Playable casino games, lotteries, or racetrack betting Learn more",Moderate Detail,Often,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,No,Yes,,Encourages/Glamorizes|Use,,,Rarely,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0876,cdp_random_path,18+,success,,All Other App Types,,,,,,,60,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,,,Yes,,Horrifying elements Learn more,,,Yes,Yes,,,Often,,No,,,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,,,,,Yes,Often,Yes,Moderate swearing or other language or gestures that could be considered moderately or significantly offensive Learn more|Sexual expletives Learn more,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Often,,,,,,,,"Yes, without penalties",Detailed Instruction for Use|Reference|Use,Gambling themes Learn more|Playable bingo games,,Yes,Fantastical,Realistic,,,"Overtly sexual situations or visually depicted innuendo Learn more|Sexual situations involving those who appear to be under 18 Learn more|Suggestive references and innuendo in text, dialogue, or heard Learn more",,Moderate,Encourages/Glamorizes,Often,,,,Depictions of or References to Sexual Violence|Suggestive/Sexual Themes or References,Graphic Detail,,No,Implied but not seen|Rarely depicted from a close-up perspective,,,,No,,"Yes, it has a pixelated style",Alcohol|Fantasy Drugs Learn more|Illegal or Recreational Drugs Learn more|Tobacco,,Visually depicted,Disturbing or gory images without a violent act shown.|Violence or implied violence against humans Learn more,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,,Often,,,Use,,,,,,,,,,,,No,Rarely,Encourages/Glamorizes|Use,Yes,Yes,,
sample_0877,cdp_random_path,18+,success,,Game,,,,,,,29,0,3,1,Yes,,,,,No,Yes,,No,,Often,,,,No,,Yes,,No,,,,No,,No,Reference|Use,,,"Mucus, belching, flatulence sounds","Discriminatory language (against race, religion, sex, etc...)",Encourages/Glamorizes,Yes,,Alcohol|Illegal or Recreational Drugs Learn more|Tobacco,,,No,Often,Yes,,,,,,,,,,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detailed Instruction for Use|Encourages/Glamorizes|Reference,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0878,cdp_random_path,18+,success,,Game,,,,,,,28,0,4,0,Yes,,,,,Yes,No,,No,,,,,,No,,Yes,,Yes,,,,Yes,,No,,,,Act of human defecation visually depicted,"Discriminatory language (against race, religion, sex, etc...)|Sexual expletives Learn more",,No,,,,,No,,Yes,,,,,,,,,,Often,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dating Games - Interactive dating, marriage, or other romantic relationships between game characters",,,,,Yes,"Any other games that use in-game currency/tokens to play and can reward the same currency through gameplay.|Playable bingo games|Playable casino games, lotteries, or racetrack betting Learn more",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Often,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0879,cdp_random_path,18+,success,Yes,Social or Communication,No,No,Yes,Yes,"Social - used to communicate, post, and share content with large groups of people or for meeting new people. Facebook, Twitter, Instagram, Tinder are examples of these types of products.",No,12,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0880,cdp_random_path,18+,success,,All Other App Types,,,,,,,30,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,"Issuance (e.g., minting) of transferable digital assets (e.g., NFTs)",,,,No,No,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,No,Yes,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0881,cdp_random_path,18+,success,,Game,,,,,,,36,0,2,1,No,,,,No,Yes,No,No,Yes,,Rarely,Yes,,,Yes,,Yes,,No,,,,No,Often depicted from a close-up perspective|Often depicted from a distant perspective|Rarely depicted from a distant perspective,Yes,Use,Mild/Limited,Unrealistic,Act of human defecation visually depicted,,,Yes,"Disturbing or gory images without a violent act shown.|Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles) Learn more",Alcohol,,,No,,No,Fantastical,,Yes,,,,,,"Cash Convertible Rewards - Cash rewards, real-world items of significant monetary value, convertible cryptocurrency rewards or other play-to-earn mechanics",,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Any other games that use in-game currency/tokens to play and can reward the same currency through gameplay.|Gambling themes Learn more,Limited Detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0882,cdp_random_path,12+,success,Yes,Social or Communication,Yes,Yes,No,Yes,"Communication - used to communicate with people already known to the user in one-on-one or small group conversations. Skype, SMS, and Gmail are examples of these types of products.",No,8,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0883,cdp_random_path,3+,success,,Game,,,,,,,19,0,1,1,Yes,,,,,Yes,No,,No,,,,,,Yes,,No,,Yes,,,,No,,No,,,,,"Minor profanities (e.g., ""go to hell"")",,No,,,,,No,,Yes,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0884,cdp_random_path,18+,success,,All Other App Types,,,,,,,38,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,,,,Yes,,,,,No,No,,,,,No,,,Yes,No,No,,Yes,No,No,No,No,No,,,,,,,,Yes,,No,Sexual expletives Learn more,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,,,,,,,,,Reference|Use,,,,,,,,,Often,,,,,,,Nudity or Revealing Outfits,,,,,,,,,,,Illegal or Recreational Drugs Learn more|Medical Drugs Learn more|Tobacco,Encourages/Glamorizes|Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nudity,,,,Rarely,,No,,,"Female Human Breasts with Nipples|Human Buttocks|Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair",,,Often,,,Rarely,Encourages/Glamorizes,No,No,,Often
sample_0885,cdp_random_path,18+,success,,Game,,,,,,,27,0,3,2,No,,,,,Yes,No,,Yes,,,,Rarely,,Yes,,Yes,,No,,,,No,,No,,,,"Flatulence (with depiction of ""flatulence cloud""), whimsical depictions of feces (""poo coils""), vomiting|Mucus, belching, flatulence sounds|Urination, urine, realistically depicted feces","Discriminatory language (against race, religion, sex, etc...)|Moderate swearing or other language or gestures that could be considered moderately or significantly offensive Learn more",,No,,,,,No,,Yes,,,,,,,,,Purchases of digital goods Learn more,Often,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Any other games that use in-game currency/tokens to play and can reward the same currency through gameplay.|Playable bingo games,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
